OBJECTID,PWGRID,OWNEDBY,STATUS,Code Name,Portal Destination,Risk Level,ID,X-coord,Y-coord,longitude,latitude
2745,51-476,CS,ACT,esanemroglo,Venerable Enclave,You should bring a group and a guide.,12647,7554962.183,476667.5427,-122.99998090499997,44.94667578800005
2747,48-476,CS,ACT,egrlosnemao,Whispering Citadel,You should be fine.,12814,7551132.095,476568.8934,-123.01475567399996,44.94607932400004
2750,51-476,CS,ACT,megraleoons,Pristine Sanctuary,You might want to bring a friend.,13129,7554156.066,476372.6873,-123.00305777499995,44.94579893900004
2751,39-476,CS,ACT,eoaremnosgl,Rustic Necropolis,You should be fine.,13163,7541318.283,476349.0174,-123.05261558199999,44.94463243100006
2752,42-476,CS,ACT,eomsgorlnae,Quaint Ranch,This is probably your last adventure.,13266,7545017.19,476288.5453,-123.03832870399998,44.94478625700003
2753,39-476,CS,ACT,aerelgosnom,Verdant River,This is probably your last adventure.,13299,7541740.038,476264.0003,-123.05097704899998,44.94443588100006
2754,42-476,CS,ACT,rgeloaenoms,Flourishing Ravine,You should bring a group.,13482,7544419.718,476153.6929,-123.04061885599998,44.94436503600008
2755,42-476,CS,ACT,naoemsoelrg,Shattered Path,You should bring a group.,13638,7544395.466,476076.3583,-123.04070308799999,44.94415092200006
2756,30-476,CS,ACT,srnelomgeoa,Hollow Geyser,You might want to bring a friend.,13773,7532345.133,475976.4839,-123.08720948499996,44.94282829400004
2757,27-474,CS,ACT,agmnoloseer,Phantasmal Isle,You might want to bring a friend.,13871,7531021.253,475903.7615,-123.09231101499995,44.94251253500005
2758,33-474,CS,ACT,lnsemgrooea,Perilous Ridge,You should bring a group.,14175,7535324.738,475687.1293,-123.07567169899994,44.942296104000036
2759,27-474,CS,ACT,nsregomaoel,Unforgiving Park,This is probably your last adventure.,14229,7530912.238,475654.0663,-123.09270089599994,44.941818384000044
2760,36-474,CS,ACT,mleoagrseno,Stormy Dell,You should bring a group and a guide.,14248,7539427.219,475642.1575,-123.05982944099998,44.942530401000056
2761,30-474,CS,ACT,mosgealoren,Iridescent Abyss,You might want to bring a friend.,14546,7534473.123,475467.3684,-123.07893206299997,44.94161910300005
2762,30-474,CS,ACT,gmnlasoeero,Abyssal Pass,You should bring a group.,14570,7533349.461,475444.4488,-123.08326679899994,44.941457814000046
2763,54-474,CS,ACT,eroogemnlas,Hidden Landing,You should be fine.,14612,7556976.203,475413.6122,-122.99205603899998,44.94340856600007
2764,42-474,CS,ACT,raoolengems,Cavernous Estuary,"You should bring a group, a guide, and a weapon.",14657,7545117.651,475381.7881,-123.03783087799997,44.94230891800004
2765,54-474,CS,ACT,srlmeeoanog,Gleaming Cape,You might want to bring a friend.,14693,7557040.478,475361.3179,-122.99180168099997,44.94327062900004
2766,30-488,CS,ACT,enrsgmaeool,Subterranean Archipelago,You might want to bring a friend.,1585,7533211.958,489031.7083,-123.08547664899999,44.97869626800008
2767,33-488,CS,ACT,losmnroeaeg,Eldritch Pass,You might want to bring a friend.,1653,7537312.497,488742.9469,-123.06960191699994,44.97826338800007
2768,30-488,CS,ACT,rsealmogoen,Timeless Maze,You should bring a group.,1678,7533198.03,488613.1831,-123.08547869699999,44.97754762900007
2769,54-488,CS,ACT,omeenaglosr,Malevolent Swamp,You might want to bring a friend.,1727,7556970.08,488444.3625,-122.99363283799994,44.97913411900004
2770,54-488,CS,ACT,amsongreole,Scalding Range,You should bring a group.,1732,7556968.005,488434.5804,-122.99363968899996,44.97910712400005
2771,33-486,CS,ACT,orsmenlaego,Hollow Gulch,"You should bring a group, a guide, and a weapon.",1906,7537314.664,487852.7021,-123.069484145,44.97582289300004
2772,33-486,CS,ACT,olesrgnaeom,Spacious Summit,"You should bring a group, a guide, and a weapon.",1938,7537131.928,487771.0443,-123.07017993,44.975583080000035
2773,54-486,CS,ACT,eesaorgmoln,Stormy Bayou,"You should bring a group, a guide, a weapon, and a healer.",1955,7556467.241,487727.1375,-122.99548963299998,44.97712514600005
2774,33-486,CS,ACT,oeoemgasnlr,Mysterious Battleground,"You should bring a group, a guide, a weapon, and a healer.",1959,7537248.406,487716.6893,-123.06972334999995,44.97544422300007
2775,33-486,CS,ACT,eoseaognmrl,Swirling Hamlet,This is probably your last adventure.,1965,7536495.76,487701.2756,-123.07262854799995,44.97533627300004
2776,30-486,CS,ACT,osgaoemreln,Tenebrous Boutique,This is probably your last adventure.,2042,7533701.689,487458.2559,-123.08339055599998,44.97442549900006
2777,33-486,CS,ACT,amrnlseegoo,Fabled Dell,This is probably your last adventure.,2108,7537672.836,487312.292,-123.06803432299995,44.97437254300007
2778,51-486,CS,ACT,ogsomaerlen,Twinkling Scar,This is probably your last adventure.,2143,7555601.086,487242.1867,-122.99877739599998,44.97572215100007
2781,33-486,CS,ACT,mlnrgaoeoes,Nautical Depot,"You should bring a group, a guide, and a weapon.",2314,7536215.981,486943.5404,-123.07361592799998,44.973234440000056
2782,51-486,CS,ACT,nrmeaolgeso,Hallowed Village,You should bring a group.,2389,7553034.673,486790.6322,-123.00863628099995,44.97426602000007
2783,33-486,CS,ACT,oaoeslengrm,Dusky Gulch,"You should bring a group, a guide, and a weapon.",2474,7536374.393,486587.4239,-123.07296026799997,44.972271954000064
2784,54-486,CS,ACT,emngsraleoo,Unforgiving Sierra,You should bring a group and a guide.,2635,7555890.839,486343.2585,-122.99755081399996,44.97328216300008
2785,33-486,CS,ACT,aeonolsgrem,Bleak Gulch,"You should bring a group, a guide, and a weapon.",2663,7537385.681,486305.8658,-123.069019788,44.97158829800003
2786,36-486,CS,ACT,eoloensgarm,Uncharted Trail,"You should bring a group, a guide, a weapon, and a healer.",2775,7538837.481,486177.0696,-123.06339677899996,44.97136166000007
2787,48-486,CS,ACT,aesoognrmle,Fabled Vista,You should bring a group.,2796,7549845.497,486140.7526,-123.02087611699994,44.97221203200007
2789,54-486,CS,ACT,orslmeaoegn,Lethal Ward,"You should bring a group, a guide, and a weapon.",2869,7556898.189,486014.6811,-122.99362076899996,44.97246665100005
2790,48-484,CS,ACT,omgosraleen,Tenebrous Beach,This is probably your last adventure.,3000,7549901.981,485779.8425,-123.02061445299995,44.97122737900003
2791,54-484,CS,ACT,olrsaegnmeo,Sparkling Acropolis,You should bring a group and a guide.,3773,7556746.773,485779.7221,-122.99417757199996,44.97180965300004
2792,54-484,CS,ACT,raeoolnegms,Barren Dungeon,You might want to bring a friend.,3018,7556501.28,485751.8593,-122.99512243599997,44.971712473000025
2793,51-484,CS,ACT,gnloaormsee,Bubbling Range,"You should bring a group, a guide, and a weapon.",3136,7555146.145,485533.3973,-123.00033032699997,44.97099862400006
2794,51-484,CS,ACT,oroeleasgnm,Mirrored Bunker,"You should bring a group, a guide, a weapon, and a healer.",3143,7555628.337,485523.4498,-122.99846676399994,44.971012263000034
2795,36-484,CS,ACT,sgoeoelrnma,Sanguine Quarry,You should bring a group.,3248,7537819.273,485375.7385,-123.06723095799998,44.96907606800005
2796,48-484,CS,ACT,morlonaeegs,Timeless Crater,"You should bring a group, a guide, a weapon, and a healer.",3289,7549993.574,485297.2382,-123.02020252699998,44.96991208800006
2797,51-484,CS,ACT,laoeemogrns,Sunken Glade,You should be fine.,3466,7554344.371,485061.1631,-123.00337048799997,44.96963582400008
2801,33-484,CS,ACT,glraonmoese,Hidden Chapel,"You should bring a group, a guide, a weapon, and a healer.",3839,7536166.92,484547.396,-123.07351051899997,44.96666091900005
2802,45-484,CS,ACT,neslrgaeomo,Roaring Savanna,"You should bring a group, a guide, and a weapon.",3962,7547845.226,484404.585,-123.02839193299997,44.967280663000054
2803,33-484,CS,ACT,glnoeasmroe,Untamed Sierra,You should bring a group.,4071,7536075.783,484274.7713,-123.07382892899994,44.96590553300007
2804,33-484,CS,ACT,greonsolmae,Whispering Chateau,"You should bring a group, a guide, and a weapon.",4080,7536075.472,484264.7759,-123.07382889899998,44.96587810300008
2805,45-484,CS,ACT,loosmegaren,Withered Prairie,This is probably your last adventure.,4192,7547808.95,484074.3458,-123.02849210499994,44.966372154000055
2807,57-482,CS,ACT,oogermseanl,Vibrant Waters,"You should bring a group, a guide, a weapon, and a healer.",4488,7559150.616,483615.3396,-122.98463582999995,44.96607875700005
2808,33-482,CS,ACT,osnagmoerel,Glassy Fjord,This is probably your last adventure.,4640,7535525.252,483421.3599,-123.07584988399998,44.963517713000044
2811,48-482,CS,ACT,reoesalmogn,Whispering Battleground,You should bring a group and a guide.,4730,7550908.144,483346.2776,-123.01643549499994,44.96464142900004
2812,36-482,CS,ACT,erasgelnomo,Inverted Park,You should bring a group and a guide.,4735,7538424.943,483337.5659,-123.06464185099998,44.96354098000006
2813,54-482,CS,ACT,mooernlsgae,Silvered Fjord,"You should bring a group, a guide, a weapon, and a healer.",4758,7557772.424,483313.8802,-122.989922504,44.96513588700003
2814,54-482,CS,ACT,ragslmoeoen,Bejeweled Range,You should be fine.,4963,7557353.851,483098.5712,-122.99151335199997,44.964510189000066
2815,54-482,CS,ACT,nlresmgaoeo,Twinkling Outpost,You might want to bring a friend.,5175,7558115.22,482874.625,-122.98854638199998,44.963960557000064
2818,45-478,CS,ACT,eglomoraesn,Frigid Guild,"You should bring a group, a guide, a weapon, and a healer.",10194,7549210.216,478344.9278,-123.02238941599995,44.95078427800007
2819,45-478,CS,ACT,oeanegromsl,Quaint Hold,"You should bring a group, a guide, a weapon, and a healer.",10355,7548648.902,478196.0778,-123.02453863699998,44.950328101000025
2820,36-452,CS,ACT,oasrmonelge,Stealthy Terrace,You might want to bring a friend.,32449,7539866.689,452339.2011,-123.05528681899995,44.87868070400003
2821,42-452,CS,ACT,eamenrgsool,Pallid Palace,"You should bring a group, a guide, a weapon, and a healer.",32644,7544733.213,452030.0597,-123.03648383599995,44.87825373000004
2822,48-452,CS,ACT,neoroamgels,Scorched Ravine,"You should bring a group, a guide, a weapon, and a healer.",32658,7552378.097,451998.2287,-123.00700087399997,44.87882089300007
2823,39-450,CS,ACT,nemsoolrgae,Subterranean Ruins,This is probably your last adventure.,32736,7541264.542,451839.6893,-123.04983584899998,44.87743234900006
2824,51-450,CS,ACT,mgelonraeso,Frigid Fen,This is probably your last adventure.,32902,7552952.218,451663.0919,-123.00474692499995,44.87795089200006
2825,51-450,CS,ACT,aseeoglormn,Asymmetrical Orchard,You might want to bring a friend.,33029,7553207.316,451541.1982,-123.003748686,44.87763838300003
2826,39-450,CS,ACT,oeanleogrsm,Dwindling Pass,This is probably your last adventure.,33165,7540877.031,451383.7986,-123.05127453499995,44.87614891100003
2827,51-450,CS,ACT,eenrsalgoom,Starlit Ridge,"You should bring a group, a guide, and a weapon.",33308,7553963.812,451242.9865,-123.00079600799995,44.87688504000005
2828,39-450,CS,ACT,oeaelmogrsn,Serpentine Plaza,You might want to bring a friend.,33482,7543311.662,451037.8976,-123.04184494199995,44.875411040000074
2829,39-450,CS,ACT,omasgeoerln,Sublime Orchard,You might want to bring a friend.,33526,7542679.443,451003.9419,-123.04427853699997,44.87526336800005
2830,39-450,CS,ACT,leonrmsoage,Colossal Paradise,"You should bring a group, a guide, and a weapon.",33617,7542873.047,450878.0915,-123.04351675699996,44.874935049000044
2831,42-450,CS,ACT,nmroesoalge,Nocturnal Bivouac,"You should bring a group, a guide, and a weapon.",33645,7545264.936,450841.1929,-123.03428964899996,44.87504003500004
2833,45-450,CS,ACT,olanreeosmg,Withered Moor,You should bring a group.,34175,7549704.337,450052.8556,-123.01707733399996,44.873259303000054
2834,42-448,CS,ACT,nlemogosear,Rugged Sepulcher,"You should bring a group, a guide, a weapon, and a healer.",34361,7546567.235,449833.1795,-123.029146514,44.872388330000035
2835,42-448,CS,ACT,lrosmeaonge,Primeval Vista,You should be fine.,35136,7544089.566,448496.896,-123.03853752799995,44.86851158500008
2836,39-448,CS,ACT,emagloernos,Unforgiving Temple,This is probably your last adventure.,35359,7542932.222,448036.2762,-123.04294358499999,44.86714890800005
2837,36-448,CS,ACT,rlmoeensgoa,Tempered Shambles,You might want to bring a friend.,35388,7538810.85,447979.8947,-123.05882557299998,44.86663744800006
2838,42-446,CS,ACT,grooslaneme,Venerable Ridge,You might want to bring a friend.,35665,7545941.151,447394.8737,-123.03126581899994,44.86564955000006
2839,42-446,CS,ACT,lmeroogsnea,Tempered Ranch,You might want to bring a friend.,35670,7546065.002,447388.7986,-123.03078761699999,44.86564353500006
2843,45-444,CS,ACT,oenorgselam,Dreamlike Steppes,You might want to bring a friend.,36094,7548893.616,445886.3061,-123.01970203699994,44.86176668000007
2844,45-444,CS,ACT,neaoerlsomg,Gritty Isle,You should be fine.,36160,7547291.483,445395.0636,-123.02581892299997,44.860282651000034
2845,45-444,CS,ACT,ooermagnles,Swollen Hinterland,"You should bring a group, a guide, a weapon, and a healer.",36179,7547738.47,445213.3812,-123.02407397399998,44.85982285000006
2846,45-444,CS,ACT,naemolerogs,Meandering Sound,You should bring a group and a guide.,36297,7547530.774,443992.1053,-123.02472743699997,44.85645671800006
2848,57-494,CS,ACT,gsnreoeolma,Stealthy Landing,This is probably your last adventure.,232,7561223.553,495167.1555,-122.977998921,44.99792474100008
2850,54-492,CS,ACT,rnaeolmosge,Swirling Kingdom,"You should bring a group, a guide, and a weapon.",793,7557645.338,493078.23,-122.99157661699996,44.991895775000046
2851,54-492,CS,ACT,sonrmlogeea,Whispering Dungeon,"You should bring a group, a guide, and a weapon.",812,7557198.325,492946.1739,-122.99328799799997,44.991495900000075
2852,57-492,CS,ACT,alemgroseno,Eldritch Lake,"You should bring a group, a guide, a weapon, and a healer.",851,7561182.498,492753.1604,-122.97787138299998,44.991302888000064
2854,33-490,CS,ACT,orlmesgonea,Magnificent Isle,You should bring a group.,1198,7535161.981,490442.6847,-123.07811825599998,44.98273546400003
2855,33-490,CS,ACT,legonmoeasr,Arctic Cliff,You should bring a group.,1232,7535143.81,490255.7448,-123.07816539999999,44.982221364000054
2856,33-490,CS,ACT,lgooemesanr,Titanic Sanctum,You should bring a group.,1249,7536009.604,490201.189,-123.07481415799998,44.98214751800003
2857,33-490,CS,ACT,eemaslonorg,Hollow Terrace,You should bring a group.,1272,7535131.953,490095.9088,-123.07819149299996,44.98178212400006
2858,30-488,CS,ACT,selnegomaor,Gloomy Terrace,"You should bring a group, a guide, a weapon, and a healer.",1295,7533020.625,489937.9662,-123.08632781199998,44.981164041000056
2859,33-488,CS,ACT,nerlaeosmog,Frozen Ward,This is probably your last adventure.,1344,7535393.952,489806.4865,-123.07714373399995,44.981011575000025
2860,30-488,CS,ACT,mleeaogsnor,Shimmering Abyss,You should be fine.,1360,7533240.184,489781.7234,-123.08546036499996,44.98075496300004
2861,30-488,CS,ACT,rsengolamoe,Winding Acropolis,You should bring a group and a guide.,1362,7533352.63,489778.6027,-123.08502561999995,44.98075627600008
2862,30-488,CS,ACT,raeesolmgon,Inverted Sea,This is probably your last adventure.,1411,7533235.863,489660.7999,-123.08546210499998,44.980423064000036
2863,51-488,CS,ACT,ognelsmerao,Painted Cloister,"You should bring a group, a guide, and a weapon.",1443,7553374.956,489538.1791,-123.00765143599995,44.98182781200006
2864,42-462,CS,ACT,lemnreoogsa,Arcane Ledge,This is probably your last adventure.,24688,7545367.617,462289.5922,-123.03527941799996,44.90643636900006
2865,24-462,CS,ACT,egosarnmoel,Desolate Glen,You should bring a group and a guide.,24787,7527006.768,462187.3383,-123.10609928099996,44.90455377400008
2866,45-462,CS,ACT,nmeosrgoela,Chimerical Battleground,You should be fine.,24798,7548333.4,462162.1864,-123.02382227699997,44.90634173500007
2867,60-462,CS,ACT,msooneeralg,Verdant Barrow,You might want to bring a friend.,24974,7562986.98,461990.0561,-122.96726837099999,44.90711118200005
2868,51-460,CS,ACT,orenaomgsle,Bejeweled Archipelago,This is probably your last adventure.,25230,7553930.132,461757.2365,-123.00218193099994,44.90570893800003
2869,45-460,CS,ACT,omenogrlsae,Parched Nook,You should bring a group and a guide.,25424,7549067.003,461554.3983,-123.02091890199995,44.90473820200003
2870,33-460,CS,ACT,oeogremslna,Uncharted Ranch,You should bring a group and a guide.,25448,7535045.192,461524.5295,-123.07500771399998,44.90344351600004
2871,42-460,CS,ACT,ealonsomreg,Luxuriant Plateau,You should be fine.,25501,7544542.535,461457.564,-123.038361625,44.90408419200003
2872,51-460,CS,ACT,gsonaeolmre,Forgotten Nook,You should bring a group and a guide.,25882,7553055.185,461030.145,-123.00547037799998,44.90364112000003
2873,33-460,CS,ACT,lsogamereno,Pristine Wetlands,You should be fine.,25889,7536348.3,461022.6886,-123.06991916799996,44.902181460000065
2874,66-460,CS,ACT,ngaloeremos,Meandering Expanse,"You should bring a group, a guide, and a weapon.",26016,7567936.571,460900.961,-122.94804506099996,44.90453812000004
2876,36-460,CS,ACT,gosoenermla,Charmed Hamlet,You might want to bring a friend.,26363,7538519.936,460410.2067,-123.061466957,44.900691410000036
2881,63-458,CS,ACT,nleaoogsmer,Roaring Cavern,You should bring a group.,26866,7564843.643,459751.5791,-122.95984220699995,44.90112917400006
2882,45-458,CS,ACT,nsreleagoom,Serene Bunker,You might want to bring a friend.,27014,7547672.423,459497.0387,-123.02605068999998,44.89897816000007
2883,36-458,CS,ACT,soareegnlom,Flourishing Conclave,You should bring a group and a guide.,27172,7538104.326,459256.3166,-123.06292891499999,44.89749173600006
2884,36-458,CS,ACT,onegmlsreoa,Stark Vale,This is probably your last adventure.,27231,7539704.022,459185.5102,-123.05674979399998,44.897436620000065
2885,39-458,CS,ACT,rasneemoogl,Sanguine Waterfall,This is probably your last adventure.,27316,7542596.161,459077.601,-123.04558084599995,44.89739123900006
2886,33-458,CS,ACT,aernsgooelm,Stark Chateau,You might want to bring a friend.,27354,7537202.384,459015.9524,-123.06637848399998,44.89675422700003
2887,36-458,CS,ACT,oeoasnergml,Lush Cloister,You should be fine.,27663,7539697.896,458527.8474,-123.05669311899999,44.89563302400006
2888,39-458,CS,ACT,geolsmonrae,Whispering Waters,"You should bring a group, a guide, and a weapon.",27698,7543094.724,458482.6624,-123.04358547199996,44.89580319800007
2889,33-458,CS,ACT,aoonlsgemre,Infested Bayou,"You should bring a group, a guide, and a weapon.",27786,7535639.151,458377.0656,-123.072329707,44.89486630300007
2890,42-456,CS,ACT,osargmoeeln,Phantasmal Ranch,You should bring a group and a guide.,28116,7544227.858,457846.3944,-123.03913759699998,44.89415653400005
2892,33-456,CS,ACT,noreolaemsg,Shadowy Garden,"You should bring a group, a guide, and a weapon.",28252,7537496.768,457675.9537,-123.06507882299996,44.89310610500007
2893,36-456,CS,ACT,rnaemgoosle,Verdant Gulch,You should bring a group.,28374,7538940.215,457484.269,-123.05948804499997,44.89270612900003
2894,39-456,CS,ACT,emogslaoern,Arcane Wetlands,"You should bring a group, a guide, and a weapon.",28490,7542516.477,457235.9396,-123.04566430199998,44.892335186000025
2895,39-456,CS,ACT,serolegaonm,Resplendent Hedge,You should bring a group.,28587,7541492.105,457065.46,-123.04959448999995,44.891779203000056
2896,36-456,CS,ACT,lromeonaegs,Tempered Colosseum,"You should bring a group, a guide, a weapon, and a healer.",28608,7539894.604,456999.3294,-123.05574781499996,44.89145946800005
2897,39-456,CS,ACT,arenogelsmo,Crumbling Precinct,"You should bring a group, a guide, and a weapon.",28629,7541053.139,456951.3488,-123.05127363799994,44.891428347000044
2899,45-456,CS,ACT,ngormaosele,Twinkling Chapel,You should bring a group and a guide.,28739,7548378.029,456705.0397,-123.02299242199996,44.89138391900008
2900,33-456,CS,ACT,enrlsoomega,Blazing Cliff,"You should bring a group, a guide, a weapon, and a healer.",28757,7537377.493,456680.503,-123.06541690299997,44.89036657400004
2901,39-456,CS,ACT,geermsanloo,Infinite Creek,You might want to bring a friend.,28812,7542030.34,456608.856,-123.04746301899996,44.89057392500007
2902,42-456,CS,ACT,mseoaeglnro,Placid Bayou,You should bring a group and a guide.,29291,7545088.052,455987.7822,-123.03559468999998,44.889134968000064
2903,33-454,CS,ACT,amsroengole,Dismal Landing,"You should bring a group, a guide, a weapon, and a healer.",29856,7537614.294,455277.0052,-123.06433174499995,44.886539337000045
2904,45-454,CS,ACT,egsoanmlore,Sandy Tundra,You might want to bring a friend.,29859,7548710.849,455273.1132,-123.02153633299997,44.887486555000066
2905,45-454,CS,ACT,ralmgonesoe,Intertwined Moor,This is probably your last adventure.,30118,7549663.368,454994.166,-123.01782924899999,44.886803248000035
2907,36-454,CS,ACT,regaesmnolo,Vast Garden,"You should bring a group, a guide, and a weapon.",30234,7540514.536,454819.4409,-123.05309103499997,44.88553677800007
2908,33-454,CS,ACT,eealmogorns,Starlit Volcano,You might want to bring a friend.,30278,7536958.89,454772.3432,-123.06679747299995,44.88509866700008
2909,33-454,CS,ACT,sogoermaenl,Flourishing Paradise,"You should bring a group, a guide, and a weapon.",30286,7534922.251,454756.7871,-123.07464969999995,44.88487828900003
2910,42-454,CS,ACT,gmaleorosen,Forbidden Tomb,You should be fine.,30554,7545506.272,454400.6959,-123.03378968399994,44.88481971700003
2911,39-454,CS,ACT,amlonegeros,Lavish Monolith,This is probably your last adventure.,30884,7543461.166,454110.4872,-123.04164131599998,44.88384788900004
2912,30-452,CS,ACT,ogsarenoeml,Soaring Pasture,You might want to bring a friend.,31087,7534696.721,453896.8314,-123.07541367999994,44.88250091300006
2913,42-452,CS,ACT,elsargnoeom,Timeless Ziggurat,You should be fine.,31275,7545084.587,453731.5771,-123.03533489299997,44.88294894500007
2914,33-452,CS,ACT,onolmeesagr,Serene Sound,This is probably your last adventure.,31611,7535968.924,453389.9232,-123.07044553299994,44.881222284000046
2915,42-452,CS,ACT,egoslneorma,Frigid Plaza,You should be fine.,31695,7544714.212,453318.0295,-123.03671309099997,44.88178325700005
2916,42-452,CS,ACT,melgrooaesn,Gargantuan Shack,This is probably your last adventure.,31891,7545622.404,453083.3031,-123.03318247599998,44.88121787100005
2917,42-452,CS,ACT,ooaselrmnge,Lethal Archipelago,"You should bring a group, a guide, a weapon, and a healer.",31911,7544382.688,453046.44,-123.03795862299995,44.88101009900004
2918,36-452,CS,ACT,geolearosnm,Winding Pass,You should be fine.,32278,7539060.826,452514.1339,-123.058415605,44.87909036000008
2919,42-452,CS,ACT,oomrseglnae,Exquisite Mountain,This is probably your last adventure.,32294,7545407.424,452490.3629,-123.03393974999994,44.87957374500007
2920,51-452,CS,ACT,almneosgoer,Drifting Palace,This is probably your last adventure.,32308,7552941.274,452479.6959,-123.00488678599999,44.880188831000055
2921,33-452,CS,ACT,loeanesrgom,Legendary Sea,You should bring a group and a guide.,32383,7536342.867,452420.8688,-123.068884686,44.87859812900007
2923,30-474,CS,ACT,oeasnmolger,Sweltering Quarry,You might want to bring a friend.,15902,7533356.14,474474.4524,-123.08312125699996,44.93879907300004
2924,42-474,CS,ACT,orognaeseml,Bubbling Ledge,This is probably your last adventure.,15958,7544052.754,474417.9921,-123.04182462299997,44.93957473300003
2925,42-474,CS,ACT,elmnreasgoo,Golden Harbor,You should bring a group.,16234,7544725.677,474195.8878,-123.03920009499996,44.939023838000026
2926,51-474,CS,ACT,smarelogoen,Sublime Labyrinth,You should bring a group.,16368,7555686.904,474131.3491,-122.99688028999998,44.93978383700005
2927,54-474,CS,ACT,mnregaseool,Reflective Trail,You might want to bring a friend.,16469,7556968.764,474070.6463,-122.99192479599998,44.93972595200006
2928,60-472,CS,ACT,aegnrmsoloe,Blazing Archipelago,"You should bring a group, a guide, a weapon, and a healer.",16607,7562531.239,473939.1598,-122.970436743,44.93983396700003
2929,48-472,CS,ACT,onereogaslm,Humming Creek,"You should bring a group, a guide, a weapon, and a healer.",17220,7551651.995,473102.4554,-123.01233225399994,44.936619896000025
2930,48-472,CS,ACT,nrlaegeomos,Dwindling Glen,This is probably your last adventure.,17505,7551002.048,472612.1936,-123.01478210699997,44.935220308000055
2932,42-472,CS,ACT,lgsmroeoena,Tranquil Ranch,You might want to bring a friend.,17653,7546242.667,472352.1991,-123.03312113399994,44.93409971700004
2933,39-470,CS,ACT,arlsmengoeo,Hallowed Lake,"You should bring a group, a guide, and a weapon.",18092,7543790.551,471717.9564,-123.04250865199998,44.93214960800003
2934,48-470,CS,ACT,galseoneomr,Inviting Frontier,You should bring a group and a guide.,18170,7550738.569,471608.9262,-123.01567848299999,44.932447194000076
2935,42-470,CS,ACT,onlgemsaoer,Stony Gulf,You might want to bring a friend.,18421,7546190.955,471162.582,-123.03317671299999,44.93083376900006
2936,45-470,CS,ACT,lermonsgaeo,Spacious Tundra,You should bring a group and a guide.,18457,7549303.358,471091.3465,-123.02115558199995,44.930905471000074
2937,39-470,CS,ACT,mergalneoos,Divine Spire,You should bring a group.,18502,7543326.818,471017.0108,-123.04421326699998,44.93018783700006
2938,45-470,CS,ACT,olsnmegoear,Charmed Refuge,This is probably your last adventure.,18730,7547818.89,470508.2549,-123.02681458299998,44.92917964900005
2939,51-470,CS,ACT,egnaeslomor,Glacial Peak,You should bring a group.,18768,7553683.984,470411.7972,-123.00416677699997,44.929416024000034
2940,48-470,CS,ACT,loansmogeer,Withered Forge,You should be fine.,18867,7551974.612,470247.5512,-123.01074438199998,44.92882021600008
2941,48-470,CS,ACT,nlasmogereo,Shadowy Hinterland,"You should bring a group, a guide, and a weapon.",18918,7549878.846,470124.0466,-123.01881800399997,44.92830269800004
2942,51-470,CS,ACT,sermeagonlo,Perilous Tower,You should bring a group and a guide.,18985,7554631.39,469985.8944,-123.00045936599997,44.928328814000054
2943,51-468,CS,ACT,moeseonlrga,Sparkling Warren,You should bring a group and a guide.,19022,7554909.063,469907.8127,-122.99937837699997,44.928138303000026
2944,48-468,CS,ACT,oeaorsemgln,Golden Square,You might want to bring a friend.,19199,7551953.717,469678.6302,-123.01075676699998,44.92725864400006
2945,45-468,CS,ACT,eroaslgoenm,Murmuring Archipelago,"You should bring a group, a guide, and a weapon.",19317,7546956.121,469526.874,-123.03002574499999,44.92641499800004
2947,48-468,CS,ACT,oomgeeanrls,Searing Precinct,You should bring a group and a guide.,20189,7550206.21,468118.1703,-123.01731328299996,44.92283125400007
2948,45-468,CS,ACT,eangoslrmoe,Whispering Catacomb,This is probably your last adventure.,20236,7549515.723,468079.7635,-123.01997327499998,44.92266692000004
2949,48-468,CS,ACT,eologseamrn,Pristine Fjord,You should be fine.,20283,7550438.134,468003.6713,-123.01640450999997,44.922537152000075
2950,48-466,CS,ACT,oeonlesagrm,Infinite Necropolis,"You should bring a group, a guide, and a weapon.",20439,7550011.798,467698.2762,-123.01801300699998,44.92166343200006
2951,48-466,CS,ACT,gmnlooreeas,Frigid Hamlet,This is probably your last adventure.,20534,7551887.449,467594.5656,-123.01076247999998,44.921539187000064
2953,39-466,CS,ACT,aoseolngmer,Decayed Well,"You should bring a group, a guide, and a weapon.",20976,7542709.357,466698.1765,-123.04607087999995,44.91829384600004
2954,48-466,CS,ACT,arneolsemog,Hallowed Heath,You should be fine.,21045,7549993.889,466548.0518,-123.01794373699994,44.91850837700008
2955,39-466,CS,ACT,emnogaorsle,Monolithic Cloister,You should be fine.,21212,7541891.19,466265.4865,-123.04917523599994,44.91703681400003
2956,45-466,CS,ACT,grmleoaeson,Flickering Ziggurat,"You should bring a group, a guide, a weapon, and a healer.",21362,7547498.065,466021.6654,-123.02751089699996,44.916851472000076
2959,57-464,CS,ACT,roeamsngloe,Arcane Hedge,"You should bring a group, a guide, and a weapon.",22385,7559309.534,464660.9964,-122.981772735,44.914125210000066
2960,57-464,CS,ACT,esenagmorlo,Infinite Savanna,You should bring a group and a guide.,22401,7559221.794,464648.6526,-122.982109816,44.91408397500004
2961,36-464,CS,ACT,lsermaongeo,Crumbling Sea,You might want to bring a friend.,22464,7537856.219,464588.7923,-123.06453906399997,44.912089739000066
2963,42-464,CS,ACT,omrelansego,Abyssal Park,"You should bring a group, a guide, and a weapon.",22958,7546699.008,464061.8976,-123.03035723799997,44.91140987800003
