Code Name,Portal Destination,Risk Level,ID,X-coord,Y-coord
lgoneorames,Spectral Highland,You should be fine.,2241,7533543.775,487093.3862
enomlaesorg,Charmed Lake,"You should bring a group, a guide, and a weapon.",2344,7536534.19,486886.5892
osaegleonmr,Scalding Knoll,You should bring a group and a guide.,2477,7557454.875,486585.9029
lnsmoegreoa,Chimerical Sierra,You might want to bring a friend.,2625,7535548.463,486355.4183
nsaomloeerg,Stark Square,This is probably your last adventure.,2728,7557443.223,486244.6529
enemogrlsoa,Twinkling Valley,You should bring a group and a guide.,3183,7557412.497,485460.0092
loaemengros,Dazzling Mire,"You should bring a group, a guide, and a weapon.",27920,7552700.768,458168.1138
alnrsoeomge,Lush Rookery,You might want to bring a friend.,28554,7554898.82,457124.9357
emrnooeaslg,Majestic Precinct,You should bring a group.,13024,7531032.235,476427.3363
regsoanlmoe,Petrified Shack,This is probably your last adventure.,13699,7554151.08,476041.0771
arolonemsge,Magnificent Warren,You might want to bring a friend.,14363,7554141.67,475582.9685
neoreogalsm,Sinister Gorge,"You should bring a group, a guide, a weapon, and a healer.",16444,7547244.827,474085.5597
alsmeonergo,Lethal Quarters,This is probably your last adventure.,16661,7546556.805,473895.1483
maoroesegln,Venerable Acropolis,You should bring a group and a guide.,16695,7547645.334,473863.8737
osrogameenl,Nocturnal Ridge,You might want to bring a friend.,16728,7546535.459,473841.5459
lmooeersgan,Luxuriant Temple,"You should bring a group, a guide, a weapon, and a healer.",16674,7546552.526,473884.4695
omenslagore,Desolate Mountain,You should be fine.,16676,7547651.079,473879.4731
nagroeesmlo,Placid Ruins,"You should bring a group, a guide, a weapon, and a healer.",16734,7546672.967,473836.7014
soeroamegnl,Roaring Maze,"You should bring a group, a guide, a weapon, and a healer.",16756,7547628.347,473821.04
nsagorlmoee,Vibrant Highland,"You should bring a group, a guide, a weapon, and a healer.",16881,7547157.449,473647.2244
nlgseeoomra,Chimerical Bivouac,"You should bring a group, a guide, and a weapon.",8281,7549289.565,479743.315
mnoorlegsae,Sublime Dale,"You should bring a group, a guide, a weapon, and a healer.",8335,7549272.333,479696.145
seoeoamlrng,Bubbling Basin,"You should bring a group, a guide, and a weapon.",965,7558261.388,491676.9701
mlenaeogros,Flourishing Atoll,You should be fine.,1661,7556089.791,488682.5617
sgomrleneao,Sandy Isle,"You should bring a group, a guide, and a weapon.",28908,7554743.227,456455.4016
menglsaoore,Forbidden Crescent,You should bring a group and a guide.,29032,7538363.368,456323.8219
sgomlnoreae,Bleak Shrine,You should be fine.,29067,7538526.355,456271.1129
roglsamonee,Derelict Hedge,"You should bring a group, a guide, a weapon, and a healer.",29301,7537903.687,455968.1253
mooanrgslee,Rugged Heath,You should bring a group.,29329,7565717.642,455931.2792
nlemoeoagsr,Dismal Flats,"You should bring a group, a guide, a weapon, and a healer.",9832,7536843.507,454902.5371
ergnmoeaosl,Silvered River,"You should bring a group, a guide, a weapon, and a healer.",30172,7536767.622,454898.9426
gmoloarenes,Resplendent Canyon,"You should bring a group, a guide, and a weapon.",31251,7545083.031,453746.5033
aemsoglnreo,Zephyrous River,You should bring a group.,31654,7545623.027,453337.6056
orsgmeloena,Tidal Plateau,You should bring a group and a guide.,31716,7540938.268,453293.2113
goraenelmos,Radiant Fiefdom,You might want to bring a friend.,31884,7545505.316,453088.5804
moslgenaero,Gritty Vault,This is probably your last adventure.,31996,7541573.074,452942.2556
snroeoglaem,Cavernous Bayou,You should bring a group.,32010,7541600.636,452930.4239
oleeramsngo,Radiant Vale,You should bring a group.,32118,7543596.317,452798.9816
ngeemarsolo,Crumbling Ravine,You should bring a group and a guide.,32123,7546586.924,452788.8287
oogemsnrael,Serene Cove,You should be fine.,32186,7546627.632,452693.2461
neelroagsom,Hazy Canyon,You should bring a group and a guide.,32880,7551477.337,451693.5299
asgeomelorn,Crystalline Sanctum,"You should bring a group, a guide, a weapon, and a healer.",33946,7537393.274,450368.9813
rooenlgasme,Gritty Throne,You might want to bring a friend.,36120,7548889.015,445695.0167
olesrnameog,Spectral Path,"You should bring a group, a guide, a weapon, and a healer.",6148,7532012.067,481807.1814
slamognroee,Labyrinthine Park,"You should bring a group, a guide, a weapon, and a healer.",11457,7530449.104,477468.1073
seomlaonerg,Subterranean Shrine,You should bring a group and a guide.,13112,7544478.959,476380.5151
nsreaeolgmo,Titanic Park,You should bring a group and a guide.,13509,7544400.37,476142.5092
emglrosonea,Vast Obelisk,You should bring a group and a guide.,14709,7535210.427,475346.5016
rogeomnlesa,Dwindling Shack,"You should bring a group, a guide, and a weapon.",17441,7554856.094,472707.1946
sgrnoeameol,Monolithic Vale,This is probably your last adventure.,4461,7536107.88,483655.9872
leoamgrseno,Tenebrous Shrine,You should be fine.,4575,7535936.519,483499.2799
lremogesoan,Swollen River,You should bring a group.,4608,7535951.753,483460.2051
nreeagloosm,Brilliant Hill,"You should bring a group, a guide, a weapon, and a healer.",4614,7536015.761,483448.8816
slrogonmeae,Sublime Gulf,"You should bring a group, a guide, a weapon, and a healer.",4625,7535984.727,483434.0932
aegsomerlno,Lavish Pantry,"You should bring a group, a guide, a weapon, and a healer.",4705,7535281.05,483374.3304
goeleroasnm,Reverberating Hinterland,You should be fine.,4712,7535260.643,483365.5889
elrneoosmga,Crumbling Labyrinth,You might want to bring a friend.,4737,7535298.592,483336.8353
gnmlearsoeo,Tangled Fiefdom,You should bring a group.,4746,7535275.321,483326.2116
eosnolraegm,Rustic Sepulcher,You should bring a group.,4925,7535019.895,483129.4045
ooamlrneesg,Pallid Cove,You should be fine.,4943,7535058.682,483113.2388
olemngsroea,Dusky Domain,"You should bring a group, a guide, a weapon, and a healer.",5094,7536124.118,482953.2956
ooeealngsrm,Painted Shrine,"You should bring a group, a guide, and a weapon.",5128,7536126.658,482913.9905
oermeosalng,Unforgiving Throne,"You should bring a group, a guide, a weapon, and a healer.",5259,7535023.546,482808.9026
eoslrmegaon,Magnificent Peak,You should bring a group and a guide.,5268,7534983.775,482799.4262
eromelsagno,Overgrown Heath,You should bring a group and a guide.,5397,7535167.444,482559.2703
nlmrgoeasoe,Decayed Square,You might want to bring a friend.,5430,7535133.74,482533.4882
sanregmoelo,Hidden Fen,You might want to bring a friend.,9889,7541639.03,478569.6175
eogmlnaeors,Celestial Reliquary,"You should bring a group, a guide, and a weapon.",10301,7541567.839,478258.2405
loomergenas,Charmed Fort,"You should bring a group, a guide, a weapon, and a healer.",13652,7548294.971,476066.7582
elmonregaos,Whispering Refuge,You should bring a group and a guide.,14272,7548166.444,475628.1316
osoemnlareg,Asymmetrical Grove,This is probably your last adventure.,26807,7564914.0,459850.0945
larnsgmeoeo,Celestial Gate,You should bring a group.,26814,7564924.063,459842.8084
srolanmeoge,Luxuriant Gulf,"You should bring a group, a guide, and a weapon.",27047,7564482.963,459421.1368
eoagmroenls,Glassy Garden,You might want to bring a friend.,27058,7564475.056,459413.2293
eanmeoorlsg,Obsidian Castle,"You should bring a group, a guide, and a weapon.",27075,7564509.068,459392.1745
ganosmorele,Forbidden Expanse,"You should bring a group, a guide, a weapon, and a healer.",27079,7564500.969,459384.3625
loermegsaon,Secluded Outpost,You might want to bring a friend.,27469,7563828.168,458820.4078
egnesmrlooa,Gilded Waste,"You should bring a group, a guide, and a weapon.",27475,7563819.5,458812.6198
oeglnaomres,Forsaken Precinct,You should bring a group and a guide.,27505,7563854.612,458791.7418
olgaemnsroe,Undulating Outpost,You should bring a group.,27518,7563846.34,458784.1296
eoasroemnlg,Fragrant Hinterland,This is probably your last adventure.,28380,7551081.118,457471.5942
rnmeeoaolgs,Watery Cape,"You should bring a group, a guide, and a weapon.",30893,7551104.92,454099.9534
asmgnoeerlo,Imposing Quarry,This is probably your last adventure.,31039,7550842.837,453953.105
lmensoorgea,Brooding Ward,You should bring a group.,31152,7550578.931,453821.4905
mleoogrnaes,Crumbling Well,"You should bring a group, a guide, and a weapon.",31333,7550314.802,453683.9318
lgeosmoaner,Misty Frontier,"You should bring a group, a guide, and a weapon.",21986,7561438.982,465165.1109
nmlagroseeo,Wraithlike Expanse,You might want to bring a friend.,22610,7542941.507,464406.4862
mgoolsaeern,Heaving Vista,You should bring a group.,23644,7551688.361,463424.4869
agoemlnsoer,Titanic Terrace,You should bring a group and a guide.,24623,7548672.53,462353.269
rmoslegeano,Idyllic Battleground,This is probably your last adventure.,24800,7548787.134,462172.6243
gosloaeemnr,Magnificent Outpost,You should be fine.,25736,7563246.277,461231.6522
goranoeelsm,Infinite Lake,"You should bring a group, a guide, a weapon, and a healer.",26334,7550521.668,460452.5115
nleoagmeros,Glassy Town,This is probably your last adventure.,26404,7553053.882,460374.9019
ogelmsnraeo,Watery Sea,You might want to bring a friend.,26738,7547789.335,459948.8153
lonesgaemor,Luminous Garrison,"You should bring a group, a guide, a weapon, and a healer.",27290,7546310.715,459110.4636
slargmeneoo,Celestial Glen,"You should bring a group, a guide, a weapon, and a healer.",27426,7548071.437,458897.2064
saeoogmreln,Perilous Sanctum,"You should bring a group, a guide, and a weapon.",32070,7549188.222,452854.3064
emoesarglno,Shimmering Waste,This is probably your last adventure.,25731,7525908.301,461238.649
msoenaeorlg,Moonlit Flats,You might want to bring a friend.,4618,7546712.132,483445.6532
loeaseomgrn,Nautical Shrine,You should bring a group and a guide.,61763,7548865.998,474916.2556
geslnomoaer,Resplendent Hill,You should bring a group and a guide.,16735,7548864.808,473843.8314
olsgeonmaer,Shrouded Spring,You might want to bring a friend.,31371,7550238.172,453645.1017
gloaseenrom,Drifting Monument,"You should bring a group, a guide, a weapon, and a healer.",31377,7550229.093,453640.6909
grasoneomel,Exotic Knoll,You might want to bring a friend.,31503,7549906.715,453489.9265
lsaeorgmoen,Chimerical Peak,"You should bring a group, a guide, a weapon, and a healer.",31607,7549628.915,453393.4459
grooseeanlm,Primeval Ravine,You should be fine.,31619,7547548.263,453380.0033
nleosromgea,Swollen Boutique,You might want to bring a friend.,31628,7547847.63,453368.394
eaornmogsel,Exotic Acropolis,"You should bring a group, a guide, and a weapon.",31635,7548148.142,453357.9967
onraoesgmel,Stony Monolith,You should be fine.,31641,7548356.998,453348.4682
rlomoeasneg,Luminous Harbor,You should bring a group and a guide.,31658,7549328.811,453335.497
engeslaormo,Smoldering Hedge,You should bring a group.,31670,7548746.084,453331.4505
leesngmaroo,Enigmatic Fort,This is probably your last adventure.,31688,7549045.541,453320.9288
gnmoolasere,Bewitched Manor,You should bring a group and a guide.,4534,7561216.229,483549.0715
enreoaomlsg,Crystalline Atoll,This is probably your last adventure.,5223,7561169.727,482842.2923
olgsrnomeae,Enigmatic Beach,"You should bring a group, a guide, a weapon, and a healer.",10960,7559644.787,477787.6027
leasoeongrm,Looming Reliquary,"You should bring a group, a guide, and a weapon.",11061,7559643.254,477730.7762
gnaeemolosr,Sparkling Chapel,You should bring a group and a guide.,10849,7559287.863,477829.0069
oelsgneramo,Frozen Cove,This is probably your last adventure.,11034,7559642.758,477751.1142
erlamongsoe,Frozen Tomb,You should bring a group and a guide.,23588,7562903.496,463477.9898
rmnglesaooe,Tranquil Tavern,"You should bring a group, a guide, and a weapon.",36134,7548884.352,445647.6227
omrnsgleoae,Luminous Wilds,"You should bring a group, a guide, and a weapon.",4074,7536048.897,484275.9183
omgarsneleo,Harmonious Monolith,You might want to bring a friend.,4079,7536007.915,484267.311
amrnogsleeo,Dismal Haven,You might want to bring a friend.,4267,7536078.866,483936.9957
ormanseogle,Idyllic Canyon,"You should bring a group, a guide, and a weapon.",4458,7536068.745,483661.2343
eslmaoogren,Hazy Pasture,You should be fine.,20526,7547374.63,467621.2008
ealresnomgo,Hallowed Meadow,You should be fine.,20710,7547412.251,467169.665
nelagrsoeom,Rugged Hamlet,This is probably your last adventure.,16024,7561657.909,474372.2146
eamrgnosoel,Ravaged Desert,You might want to bring a friend.,15161,7562065.693,475003.4406
aseomlngeor,Resplendent Gulch,You should be fine.,15962,7562034.017,474415.1965
aonerelsmog,Delirious Geyser,You should bring a group and a guide.,16645,7562530.221,473910.7526
orlaenmsoeg,Glacial Thicket,You should bring a group.,34146,7533284.832,450088.77
omeeangsolr,Inverted Gate,You should bring a group.,34368,7533277.461,449828.003
leooamserng,Flourishing Ranch,You should be fine.,34376,7533262.449,449815.4652
aoongsmlere,Winding Well,You should bring a group and a guide.,22831,7563011.437,464146.1457
erlangmsoeo,Monolithic Dome,You should bring a group.,25017,7534417.757,461949.2431
omegslonrea,Ethereal Village,"You should bring a group, a guide, and a weapon.",73318,7555061.929,487170.7477
oogslrmaeen,Portentous Enclave,You should bring a group.,73319,7555105.511,487230.1952
olseegroman,Tangled Orchard,This is probably your last adventure.,7152,7538842.065,480854.1637
molgoaerens,Timeless Monastery,"You should bring a group, a guide, a weapon, and a healer.",24338,7545610.593,462637.5486
meraolsnoeg,Infinite Depot,You should bring a group.,24339,7545662.14,462635.6821
aelomgsreno,Perilous Park,You might want to bring a friend.,24299,7545591.205,462665.2946
gnermasooel,Resplendent Necropolis,You should be fine.,35325,7538543.497,448131.5951
ormesgaloen,Legendary Grove,"You should bring a group, a guide, a weapon, and a healer.",1481,7537502.532,489434.8652
ageeoorlmns,Cavernous Manor,You should bring a group and a guide.,1528,7537535.822,489316.0062
lrsamogneeo,Colossal Bayou,You should be fine.,1441,7537461.545,489540.062
erelsnmogoa,Exotic Garrison,"You should bring a group, a guide, and a weapon.",19892,7544270.569,468542.0246
lgemeroasno,Venerable Expanse,"You should bring a group, a guide, and a weapon.",23596,7545777.336,463461.4373
neesgolomra,Eldritch Nook,"You should bring a group, a guide, a weapon, and a healer.",10928,7554800.512,477803.1765
legooamerns,Meandering Crater,You might want to bring a friend.,10837,7554753.756,477846.4111
leonmragseo,Eldritch Woods,You should bring a group and a guide.,11202,7554791.83,477653.7904
mrgleonseao,Zephyrous Creek,You should bring a group.,11490,7554784.122,477438.4596
nomereslaog,Shattered Necropolis,You might want to bring a friend.,11954,7554774.837,477179.1296
osoaemelngr,Parched Battleground,You should be fine.,12258,7554767.892,476949.956
olrgneasmoe,Misty Domain,You should be fine.,11807,7547279.143,477258.3615
emooealgsrn,Vibrant Ravine,This is probably your last adventure.,12044,7547595.813,477146.6742
eosmoaelngr,Opulent Quarters,You might want to bring a friend.,9279,7533084.827,479078.4446
logrnamosee,Foggy Peninsula,You should bring a group and a guide.,9377,7533003.467,479019.5046
sarneeomlgo,Glacial Quarry,"You should bring a group, a guide, a weapon, and a healer.",13654,7557560.878,476047.539
nmlaoegrseo,Pallid Landing,You should bring a group and a guide.,13676,7558072.708,476056.729
ogamsnloeer,Vibrant Woods,You should bring a group.,36153,7548904.369,445461.2933
leermsnooga,Subterranean Sierra,You should bring a group.,2214,7549702.304,487110.7513
ernslegmoao,Spacious Fiefdom,You might want to bring a friend.,2227,7549707.495,487103.7694
remooangles,Contorted Gate,"You should bring a group, a guide, and a weapon.",16094,7546690.909,474302.9495
gereoolanms,Uncharted Kingdom,This is probably your last adventure.,16101,7546715.945,474291.601
eormaenlosg,Rhapsodic Crescent,You should be fine.,16084,7546720.625,474300.3963
rslengeomoa,Flourishing Ridge,You might want to bring a friend.,16180,7546692.841,474231.9642
manooegersl,Smoldering Refuge,"You should bring a group, a guide, and a weapon.",16065,7546248.897,474353.3238
oeaogesmnlr,Exquisite Paradise,"You should bring a group, a guide, a weapon, and a healer.",67862,7557618.17,475797.8573
eesoogmnral,Turbulent Path,"You should bring a group, a guide, and a weapon.",32354,7539870.833,452443.1184
nasmoeleogr,Bountiful Desert,"You should bring a group, a guide, a weapon, and a healer.",32363,7545253.963,452437.3383
someelgrona,Sparkling Spire,You might want to bring a friend.,32438,7544659.673,452361.4183
gameneorlso,Sanguine Castle,"You should bring a group, a guide, and a weapon.",32463,7541889.467,452323.2254
eolensamogr,Vibrant Falls,"You should bring a group, a guide, a weapon, and a healer.",32573,7536666.77,452151.8156
roolmeeansg,Dreamlike Crescent,"You should bring a group, a guide, and a weapon.",32621,7543705.172,452077.2044
senoarmeolg,Misty Square,You might want to bring a friend.,32648,7538302.383,452021.9075
smeoroganel,Sparkling Temple,You might want to bring a friend.,32771,7549916.852,451788.0879
ogrleanoems,Bejeweled Knoll,You might want to bring a friend.,32908,7534518.466,451644.8743
aslrnmgoeeo,Forbidden Desert,You might want to bring a friend.,32913,7538238.252,451642.2966
lorgeoesnam,Parched Isle,"You should bring a group, a guide, a weapon, and a healer.",32955,7549447.38,451590.7277
sreoalmgone,Parched Catacomb,You should bring a group and a guide.,33000,7549912.117,451570.4787
erlasgomneo,Looming Geyser,You should bring a group and a guide.,33012,7536645.704,451553.5863
omsnaoegler,Resplendent Ledge,This is probably your last adventure.,33015,7553076.882,451549.8136
nlagoroesme,Rhapsodic Range,"You should bring a group, a guide, a weapon, and a healer.",33025,7536897.984,451543.5787
oaesmoelrng,Subterranean Fiefdom,You might want to bring a friend.,33038,7537159.21,451533.935
meglsaneoor,Contorted Plaza,"You should bring a group, a guide, and a weapon.",33126,7551279.283,451416.0558
oramoeeslgn,Baleful Landing,This is probably your last adventure.,33298,7549726.995,451260.7877
oeoemlrsnga,Placid Quarters,You should bring a group and a guide.,33311,7535918.43,451232.1437
nleagsomoer,Charmed Path,"You should bring a group, a guide, and a weapon.",33312,7540892.79,451226.7575
eloorgesman,Dreamlike Waterfall,You might want to bring a friend.,33415,7547520.166,451106.127
onegrlemaos,Barren Den,"You should bring a group, a guide, and a weapon.",33531,7554084.993,451002.1834
nearsoolemg,Searing Flats,"You should bring a group, a guide, and a weapon.",33914,7541546.34,450391.9688
aegormlosen,Arctic Vale,You should bring a group.,34094,7552586.736,450181.5902
eglsrmoeona,Withered Quarry,You should be fine.,34169,7533887.092,450060.5732
aeonmeglsor,Flourishing Bayou,You should be fine.,34286,7545345.15,449916.7907
earoglmsoen,Dazzling Oasis,This is probably your last adventure.,34347,7538748.456,449856.8973
gelnosoaemr,Frozen Shack,You should bring a group.,34659,7547929.733,449451.4964
aosmlrgonee,Twinkling Mountain,This is probably your last adventure.,34667,7548023.213,449443.9738
eoalnsrmoeg,Murmuring Lake,You should be fine.,34942,7550067.041,448936.8346
gaeenolmosr,Verdant Catacomb,"You should bring a group, a guide, and a weapon.",34998,7540815.932,448787.0154
oealgomrnes,Opulent Paradise,You should bring a group.,35054,7547991.603,448677.2077
nemroagoesl,Misty Ziggurat,You should be fine.,35230,7542285.212,448318.0535
gmeolasrone,Stony Heath,You should bring a group and a guide.,35234,7543134.875,448304.4734
ranmesleogo,Misty Archipelago,You should be fine.,35279,7549647.099,448219.0023
megsoaonrle,Gilded Keep,You should bring a group and a guide.,35326,7541532.75,448128.461
megnoresoal,Mysterious Outpost,You should be fine.,35375,7541856.939,448011.81
egesorlamon,Starlit Vault,You should be fine.,35404,7544053.439,447940.3156
gnoalosmere,Dusky Bivouac,"You should bring a group, a guide, a weapon, and a healer.",35434,7549639.392,447903.7293
lneemsaorog,Ethereal Quarters,You might want to bring a friend.,35444,7541840.838,447885.6788
nomseargelo,Swollen Peak,You should bring a group and a guide.,35669,7544596.078,447390.4216
lmesrganeoo,Decayed Abyss,"You should bring a group, a guide, and a weapon.",35698,7549254.198,447328.3615
emnoorlages,Arcane Trail,"You should bring a group, a guide, and a weapon.",35770,7550752.557,447156.2769
lmasogoneer,Silvered Ward,This is probably your last adventure.,36458,7567375.475,440938.6014
rogenmaloes,Heaving Expanse,You should bring a group.,26475,7562102.816,460279.1572
gloeanemrso,Azure Conclave,"You should bring a group, a guide, a weapon, and a healer.",38431,7548795.569,471716.7182
gaooremesln,Lurking Geyser,You might want to bring a friend.,28348,7541771.793,457517.8629
osoamnrelge,Charmed Range,You might want to bring a friend.,28486,7539135.978,457245.3524
nrgeleoosam,Frozen Monastery,"You should bring a group, a guide, and a weapon.",28689,7553553.448,456799.7749
rlegmanosoe,Volcanic Pasture,You should bring a group.,28787,7544901.594,456648.1706
glroomsaene,Lavish Depot,"You should bring a group, a guide, and a weapon.",28922,7553002.149,456428.5295
msoneraolge,Flourishing Beach,You should bring a group and a guide.,28962,7545107.821,456386.8199
namrgeeolos,Bizarre Mountain,This is probably your last adventure.,29066,7538381.136,456271.1165
alsgenrmoeo,Rugged Monument,You might want to bring a friend.,29133,7538161.564,456188.4314
solrmeoeang,Stark Gate,You should be fine.,29159,7536162.906,456152.9544
olrgenaesom,Infested Garden,"You should bring a group, a guide, and a weapon.",29288,7536536.578,455990.9534
olgsnmearoe,Whispered Valley,This is probably your last adventure.,29302,7542449.685,455967.5098
rmgeasloneo,Legendary Hold,You should bring a group.,29438,7554614.728,455779.2119
rgelosanome,Withered Abyss,You might want to bring a friend.,29474,7535924.334,455741.0935
ogmslnreoae,Moonlit Conclave,This is probably your last adventure.,29568,7539341.941,455619.372
enosrmoaelg,Mystical Tower,"You should bring a group, a guide, and a weapon.",29589,7536434.6,455592.0243
asnoemolreg,Derelict Tomb,You should bring a group.,29798,7535777.228,455335.8967
enagroeolsm,Verdant Town,You should bring a group and a guide.,29883,7535679.654,455250.5469
osmloaegrne,Sanguine Shrine,You should bring a group and a guide.,29902,7550410.21,455228.8438
geelmsorano,Timeless Forge,You should be fine.,29974,7538460.966,455163.476
emosargonle,Radiant Ward,You might want to bring a friend.,30231,7544834.596,454821.6558
eoesrmnlgao,Imposing Fort,You should bring a group and a guide.,30240,7540356.317,454815.3383
ersaeolognm,Harmonious Maze,You should bring a group.,30245,7548650.43,454811.6007
gaonoseerml,Whispered Sepulcher,"You should bring a group, a guide, and a weapon.",30281,7539802.95,454764.2736
aengroomles,Tempestuous Keep,"You should bring a group, a guide, a weapon, and a healer.",30315,7539951.523,454722.9573
ronaelsmeog,Sacred Sound,You might want to bring a friend.,30317,7547637.249,454717.1499
geleornamos,Overgrown Fort,You should be fine.,30328,7544966.98,454702.7694
reenalomogs,Hidden Kingdom,You should bring a group and a guide.,30383,7543465.529,454610.4718
aongrlseoem,Drifting Labyrinth,"You should bring a group, a guide, a weapon, and a healer.",30501,7543480.271,454457.4377
rsagomeleon,Dazzling Manor,You might want to bring a friend.,30502,7543459.265,454456.5994
rseolmanoge,Lavish Vista,This is probably your last adventure.,30603,7536605.835,454355.3957
snoeaglemro,Abyssal Frontier,You should bring a group and a guide.,30663,7540034.43,454309.7323
eloosgamern,Lurking Bog,You might want to bring a friend.,30829,7535432.432,454166.6585
asolrgoemen,Placid Mire,This is probably your last adventure.,30859,7549343.693,454134.0075
eomsoagelnr,Ethereal Vale,You should bring a group and a guide.,30968,7548350.237,454025.9626
anrmgseoloe,Misty Kingdom,You should be fine.,30991,7541074.436,454003.2746
ogemsronela,Withered Pit,You should be fine.,31008,7543455.861,453980.7562
naroemeolsg,Legendary Acropolis,"You should bring a group, a guide, and a weapon.",31185,7543382.79,453791.581
gsneooamlre,Golden Cavern,You might want to bring a friend.,31356,7547080.332,453659.3878
loeoengmasr,Coiling Throne,You should bring a group and a guide.,31372,7535687.275,453646.0023
osrgnalmeeo,Stark Labyrinth,You should be fine.,31485,7536068.969,453511.5623
rgmaoleoesn,Resplendent Forest,This is probably your last adventure.,31822,7534668.025,453170.7254
elngosmroae,Iridescent Fiefdom,You should bring a group and a guide.,31839,7539144.461,453149.6516
eglromonesa,Hidden Prairie,"You should bring a group, a guide, and a weapon.",32117,7545266.955,452799.2897
eogeonsamrl,Pristine Stronghold,You should be fine.,32187,7549008.991,452692.0328
lmroesngaeo,Hallowed Depot,You might want to bring a friend.,32205,7554162.587,452672.0492
amgslenoore,Perilous Landing,This is probably your last adventure.,32215,7545606.474,452656.5348
raenlmooegs,Radiant Heath,"You should bring a group, a guide, a weapon, and a healer.",32300,7550036.109,452485.9209
amlroosngee,Fabled Glen,You might want to bring a friend.,23586,7561872.28,463480.0942
ogmlenesroa,Moldering Gulf,"You should bring a group, a guide, and a weapon.",23715,7551529.044,463352.3999
egnoearmosl,Imposing Precinct,"You should bring a group, a guide, and a weapon.",23854,7543042.393,463166.3461
omognleares,Timeless Quarry,You should bring a group.,24008,7561097.017,463007.5617
omseeganlor,Enigmatic Shambles,You might want to bring a friend.,24055,7544782.526,462935.666
esangmorloe,Primeval Sanctuary,You should be fine.,24252,7551918.15,462703.8743
omesoneragl,Titanic Hill,This is probably your last adventure.,24275,7561169.622,462685.623
rsaooglenme,Gritty Heath,You might want to bring a friend.,24438,7535493.814,462519.6581
lnasmeeorgo,Sinister Falls,This is probably your last adventure.,24470,7535051.034,462497.6591
gemloeaonrs,Subterranean Archipelago,This is probably your last adventure.,24481,7543275.485,462491.956
mslnarogeeo,Stormy Conclave,"You should bring a group, a guide, a weapon, and a healer.",24500,7556113.823,462484.1207
oomneerlgsa,Opulent Enclave,This is probably your last adventure.,24638,7535862.744,462339.2182
lerogmnaeos,Resplendent Sanctum,You should bring a group and a guide.,24725,7537470.457,462257.9226
gsreonmlaoe,Infested Pass,"You should bring a group, a guide, a weapon, and a healer.",24850,7543291.763,462118.1394
arolgeneoms,Winding Mountain,This is probably your last adventure.,24867,7526469.948,462095.4006
ongelseroma,Forgotten Manor,You should be fine.,25126,7540576.697,461835.5384
nsgoeaeolmr,Gritty Barrow,"You should bring a group, a guide, and a weapon.",25339,7554691.085,461645.773
oronglaesem,Misty Swamp,You should bring a group and a guide.,25435,7548666.867,461542.3169
gnesaeorolm,Nocturnal Swamp,You should bring a group and a guide.,25439,7526185.58,461537.272
smragonleoe,Bubbling Moor,This is probably your last adventure.,25447,7548925.907,461526.1506
lgearsooemn,Rhapsodic Conclave,You should bring a group and a guide.,25528,7563447.398,461429.5869
elrmsonoega,Tranquil Frontier,You might want to bring a friend.,25626,7563361.459,461330.0131
rlanoegemos,Secluded Vale,"You should bring a group, a guide, a weapon, and a healer.",25780,7548978.521,461158.1864
rlooegnmase,Forbidden Square,You should be fine.,25820,7545621.766,461098.9423
oeoganrelsm,Inviting Badlands,This is probably your last adventure.,26008,7545611.91,460909.5774
nloregmeaos,Bubbling Glade,This is probably your last adventure.,26028,7538134.76,460884.8491
seamongloer,Delirious Vista,You should bring a group.,26197,7546465.248,460637.543
gosanlmroee,Ancient Waste,You might want to bring a friend.,26463,7540006.787,460305.9101
olmegesnoar,Drifting Pasture,"You should bring a group, a guide, a weapon, and a healer.",26594,7539201.182,460111.2598
erlesaomnog,Watery Plaza,"You should bring a group, a guide, and a weapon.",26634,7539394.525,460070.4485
ensomogelra,Bubbling Cove,You should bring a group and a guide.,26693,7525461.007,460005.3045
neaosmolreg,Swollen Vault,This is probably your last adventure.,26868,7538369.141,459751.2684
gmoeonelrsa,Golden Burrow,"You should bring a group, a guide, a weapon, and a healer.",26943,7540771.835,459594.7398
aeonosmregl,Moonlit Expanse,This is probably your last adventure.,26957,7539871.298,459561.9547
gmelornoase,Spectral Sanctuary,You should be fine.,26974,7564628.32,459542.351
gleaseomnor,Rugged Archipelago,You should be fine.,27228,7540275.475,459186.4892
egmonsloare,Titanic Necropolis,You should be fine.,27258,7541770.112,459142.7421
seamlngoore,Placid Vale,You should bring a group.,27272,7542342.892,459124.9557
reeonagomls,Ominous Enclave,"You should bring a group, a guide, and a weapon.",27313,7540239.826,459081.8356
eoemgrsnalo,Enigmatic Waste,You might want to bring a friend.,27471,7544523.199,458819.0154
genolorsmea,Magnificent Meadow,You might want to bring a friend.,27530,7547875.355,458777.644
ooslegramen,Painted Refuge,You should bring a group.,27664,7562313.405,458515.7037
egmoralesno,Nocturnal Valley,You should bring a group.,27719,7539860.86,458457.9908
segrmoneoal,Gleaming Chateau,"You should bring a group, a guide, and a weapon.",27817,7539794.718,458344.4357
asrmlongoee,Rhapsodic Cavern,You should bring a group.,27847,7547673.711,458299.7484
negorsoaeml,Dilapidated Warren,You should be fine.,27926,7553036.616,458155.4078
leoaesgomrn,Sanguine Paradise,You should be fine.,27928,7553061.605,458154.6398
