X,Y,OBJECTID,UNITTYPE,OWNEDBY,MAINTAINEDBY,STATUS,UNITID
7561396.19,495700.0259,3987,MH,CS,CS,ACT,194
7556067.696,494263.8245,3988,MH,CS,CS,ACT,421
7556750.96,493641.8924,3989,MH,CS,CS,ACT,629
7558386.829,491875.8802,3990,MH,CS,CS,ACT,951
7557781.682,490993.4081,3991,MH,CS,CS,ACT,1067
7535368.066,490841.3438,3992,MH,CS,CS,ACT,1116
7554913.041,490711.1526,3993,MH,CS,CS,ACT,1150
7535738.682,490437.0515,3995,MH,CS,CS,ACT,1199
7536078.422,490423.8999,3996,MH,CS,CS,ACT,1202
7553473.409,490398.9898,3997,MH,CS,CS,ACT,1213
7535397.763,489947.7907,3998,MH,CS,CS,ACT,1293
7553551.842,489919.1634,3999,MH,CS,CS,ACT,1305
7566347.576,489790.3862,4000,FCMH,CS,CS,ACT,1354
7553814.149,489772.0738,4001,MH,CS,CS,ACT,1367
7536658.216,489665.7595,4002,MH,CS,CS,ACT,1407
7553957.663,489592.3412,4003,MH,CS,CS,ACT,1430
7533223.91,489326.3455,4004,MH,CS,CS,ACT,1529
7536520.156,489210.8944,4005,MH,CS,CS,ACT,1551
7556795.969,488455.978,4006,MH,CS,CS,ACT,1721
7536591.658,488327.1257,4007,MH,CS,CS,ACT,1775
7552936.511,488163.5213,4008,FCMH,CS,CS,ACT,1826
7535933.601,488000.3625,4009,MH,CS,CS,ACT,1866
7533818.575,487498.7612,4010,MH,CS,CS,ACT,2029
7533950.125,487194.6053,4012,MH,CS,CS,ACT,2171
7536149.33,486986.3445,4013,FCMH,CS,CS,ACT,2294
7538009.544,486934.0262,4014,MH,CS,CS,ACT,2320
7536146.529,486919.688,4015,MH,CS,CS,ACT,2327
7553253.333,486866.3025,4016,MH,CS,CS,ACT,2355
7547959.688,486640.8638,4017,MH,CS,CS,ACT,2440
7535542.91,486344.4925,4018,MH,CS,CS,ACT,2633
7555641.573,485837.9862,4019,MH,CS,CS,ACT,2938
7556881.161,485808.687,4020,MH,CS,CS,ACT,2975
7547233.805,485730.7484,4021,MH,CS,CS,ACT,3029
7556455.072,485641.0971,4022,MH,CS,CS,ACT,3063
7556442.36,485608.06,4023,MH,CS,CS,ACT,3089
7548217.29,484896.5633,4026,MH,CS,CS,ACT,3601
7537511.943,456661.2575,4028,CO,CS,CS,ACT,28772
7548161.856,456484.7159,4030,CO,CS,CS,ACT,28893
7539680.897,456359.6345,4031,CO,CS,CS,ACT,28988
7542478.032,456201.8629,4032,CO,CS,CS,ACT,29114
7535176.424,455785.9275,4033,CO,CS,CS,ACT,29434
7540131.046,455757.6949,4034,CO,CS,CS,ACT,29460
7544201.226,454845.2264,4035,CO,CS,CS,ACT,30205
7540364.313,454839.2592,4036,CO,CS,CS,ACT,30213
7544057.357,454690.1726,4037,CO,CS,CS,ACT,30338
7549516.506,454627.7264,4038,CO,CS,CS,ACT,30370
7538366.025,454412.5928,4039,MH,CS,CS,ACT,30540
7542593.039,454328.6447,4041,CO,CS,CS,ACT,30636
7538381.598,454266.1444,4042,CO,CS,CS,ACT,30721
7543225.547,453988.6348,4043,CO,CS,CS,ACT,30998
7549914.778,453924.1627,4044,CO,CS,CS,ACT,31067
7538355.06,453860.9777,4045,CO,CS,CS,ACT,31118
7539855.292,453788.0764,4046,CO,CS,CS,ACT,31189
7539664.99,453708.2369,4047,CO,CS,CS,ACT,31301
7539692.291,453493.1125,4048,CO,CS,CS,ACT,31502
7536255.148,453469.81,4049,CO,CS,CS,ACT,31518
7547672.332,453287.9524,4050,CO,CS,CS,ACT,31719
7539678.562,453105.7408,4051,CO,CS,CS,ACT,31865
7550453.622,452888.2064,4052,CO,CS,CS,ACT,32041
7545416.846,452823.5955,4053,CO,CS,CS,ACT,32095
7552582.808,452624.211,4054,CO,CS,CS,ACT,32230
7535455.762,452551.0131,4055,CO,CS,CS,ACT,32263
7538953.027,452474.5367,4056,CO,CS,CS,ACT,32312
7537769.386,452393.1581,4057,CO,CS,CS,ACT,32412
7538574.927,452364.5253,4058,CO,CS,CS,ACT,32430
7540189.711,451946.374,4059,CO,CS,CS,ACT,32693
7544233.52,451729.8054,4060,CO,CS,CS,ACT,32827
7551910.97,451726.7526,4061,CO,CS,CS,ACT,32834
7552004.175,451721.2894,4062,CO,CS,CS,ACT,32844
7552636.047,451682.1647,4063,CO,CS,CS,ACT,32887
7534819.538,451633.9327,4064,CO,CS,CS,ACT,32916
7540529.78,451393.0003,4065,CO,CS,CS,ACT,33149
7553655.423,451368.6289,4066,CO,CS,CS,ACT,33178
7539074.504,451345.7352,4067,CO,CS,CS,ACT,33204
7540575.114,451292.8789,4068,CO,CS,CS,ACT,33273
7541660.421,451129.8068,4069,CO,CS,CS,ACT,33380
7553088.209,451125.9121,4070,CO,CS,CS,ACT,33387
7546010.463,451028.498,4071,CO,CS,CS,ACT,33495
7536628.387,450990.1407,4072,CO,CS,CS,ACT,33540
7542774.813,450970.9068,4073,CO,CS,CS,ACT,33558
7539350.819,450871.1198,4074,CO,CS,CS,ACT,33622
7542951.711,450663.9131,4075,CO,CS,CS,ACT,33737
7547613.219,450257.0082,4078,CO,CS,CS,ACT,34026
7544435.667,450253.8993,4079,CO,CS,CS,ACT,34033
7549401.734,450186.3196,4080,CO,CS,CS,ACT,34086
7542147.447,449279.2641,4081,CO,CS,CS,ACT,34795
7542309.569,449274.7608,4082,CO,CS,CS,ACT,34802
7542312.786,448886.8248,4083,CO,CS,CS,ACT,34963
7548396.545,448672.9715,4084,CO,CS,CS,ACT,35058
7542070.246,448631.4177,4085,CO,CS,CS,ACT,35094
7542683.181,447913.9961,4086,CO,CS,CS,ACT,35424
7543749.478,447703.2723,4087,CO,CS,CS,ACT,35552
7544066.398,447657.9521,4088,CO,CS,CS,ACT,35561
7550289.147,468375.5843,4089,CO,CS,CS,ACT,20018
7546737.362,468279.3232,4090,CO,CS,CS,ACT,20067
7550273.838,468025.4508,4091,CO,CS,CS,ACT,20268
7549509.512,467945.4501,4092,CO,CS,CS,ACT,20319
7541505.432,467889.2287,4093,CO,CS,CS,ACT,20348
7549996.081,466606.2329,4094,CO,CS,CS,ACT,21007
7550211.552,466535.3379,4095,CO,CS,CS,ACT,21054
7541879.586,466114.3202,4096,CO,CS,CS,ACT,21298
7539487.824,466065.5249,4097,CO,CS,CS,ACT,21328
7566537.296,465992.5075,4098,CO,CS,CS,ACT,21388
7550783.638,465851.0932,4099,CO,CS,CS,ACT,21506
7538739.56,465456.2067,4100,CO,CS,CS,ACT,21777
7538647.368,464968.0344,4101,CO,CS,CS,ACT,22127
7538306.82,464448.2257,4103,CO,CS,CS,ACT,22582
7544303.339,464358.9245,4104,CO,CS,CS,ACT,22655
7544392.19,464341.3812,4105,CO,CS,CS,ACT,22670
7546773.858,464059.1253,4106,CO,CS,CS,ACT,22962
7536868.367,463992.8445,4107,CO,CS,CS,ACT,23066
7537151.944,463983.3448,4108,CO,CS,CS,ACT,23075
7552850.678,463729.5374,4109,CO,CS,CS,ACT,23353
7540925.887,463688.0581,4110,CO,CS,CS,ACT,23383
7562319.345,463500.3848,4111,CO,CS,CS,ACT,23573
7545336.156,463405.4944,4112,CO,CS,CS,ACT,23677
7535536.124,463259.5449,4113,CO,CS,CS,ACT,23775
7535923.622,463172.7592,4114,CO,CS,CS,ACT,23844
7544015.913,463147.56,4115,CO,CS,CS,ACT,23880
7544099.012,463145.0299,4116,CO,CS,CS,ACT,23884
7540650.798,462645.9688,4118,CO,CS,CS,ACT,24330
7555824.496,462408.7851,4119,CO,CS,CS,ACT,24562
7550517.323,462405.69,4120,CO,CS,CS,ACT,24572
7542913.844,462387.4787,4121,CO,CS,CS,ACT,24588
7548388.085,462073.7949,4122,CO,CS,CS,ACT,24896
7538100.946,462042.6201,4123,CO,CS,CS,ACT,24917
7526316.31,461699.5098,4124,CO,CS,CS,ACT,25294
7540785.131,461514.6404,4125,CO,CS,CS,ACT,25458
7535573.035,461043.043,4127,CO,CS,CS,ACT,25872
7547028.441,459415.6965,4135,CO,CS,CS,ACT,27054
7540274.695,458488.5591,4136,CO,CS,CS,ACT,27696
7540608.815,458382.6932,4137,CO,CS,CS,ACT,27780
7540053.549,458272.7411,4138,CO,CS,CS,ACT,27869
7539760.171,458003.4544,4139,CO,CS,CS,ACT,28017
7545152.338,457248.331,4145,CO,CS,CS,ACT,28484
7540101.081,456962.168,4146,CO,CS,CS,ACT,28622
7533142.572,476661.3323,4147,CO,CS,CS,ACT,12662
7534512.188,476435.9688,4149,CO,CS,CS,ACT,13005
7553923.503,476425.9219,4150,CO,CS,CS,ACT,13027
7534102.752,476404.6998,4151,CO,CS,CS,ACT,13067
7553427.194,476402.0509,4152,CO,CS,CS,ACT,13072
7537193.635,476342.0154,4153,CO,CS,CS,ACT,13170
7539158.656,476308.7178,4154,CO,CS,CS,ACT,13222
7560871.705,476178.8635,4155,CO,CS,CS,ACT,13429
7555263.869,476164.707,4156,CO,CS,CS,ACT,13453
7563931.49,475857.1827,4157,CO,CS,CS,ACT,13937
7531732.89,475696.5121,4158,CO,CS,CS,ACT,14164
7558515.02,475379.0843,4159,CO,CS,CS,ACT,14664
7537167.521,475044.4783,4160,CO,CS,CS,ACT,15096
7555278.695,475013.1647,4161,CO,CS,CS,ACT,15139
7545385.264,474820.5348,4162,CO,CS,CS,ACT,15469
7565214.743,474176.7969,4165,CO,CS,CS,ACT,16277
7562900.823,474140.4465,4166,CO,CS,CS,ACT,16348
7533594.314,474011.1686,4167,CO,CS,CS,ACT,16538
7548475.86,473908.0049,4169,CO,CS,CS,ACT,16648
7549148.09,473735.5374,4170,CO,CS,CS,ACT,16804
7545971.843,473665.9839,4171,CO,CS,CS,ACT,16854
7551358.148,473595.9032,4172,CO,CS,CS,ACT,16902
7551652.226,473518.0853,4173,CO,CS,CS,ACT,16943
7545600.237,473452.5052,4174,CO,CS,CS,ACT,16998
7556678.733,473417.1286,4175,CO,CS,CS,ACT,17025
7545582.566,473400.7543,4176,CO,CS,CS,ACT,17040
7550977.14,472604.3947,4177,CO,CS,CS,ACT,17508
7552530.099,472469.7247,4178,CO,CS,CS,ACT,17579
7550501.397,471892.1519,4179,CO,CS,CS,ACT,17935
7548941.34,471698.6158,4180,CO,CS,CS,ACT,18116
7547997.212,471632.5787,4181,CO,CS,CS,ACT,18166
7542623.849,471475.0466,4182,CO,CS,CS,ACT,18244
7542266.329,471103.458,4183,CO,CS,CS,ACT,18446
7533903.509,471042.4508,4184,CO,CS,CS,ACT,18486
7548429.218,471025.6434,4185,CO,CS,CS,ACT,18495
7551976.732,470296.7044,4186,CO,CS,CS,ACT,18842
7550139.064,470057.8287,4187,CO,CS,CS,ACT,18941
7552177.293,470038.4606,4188,CO,CS,CS,ACT,18955
7553710.216,469939.2372,4189,CO,CS,CS,ACT,19008
7549891.117,469906.7103,4190,CO,CS,CS,ACT,19023
7551471.724,469753.0689,4191,CO,CS,CS,ACT,19146
7541740.984,469639.7441,4192,CO,CS,CS,ACT,19227
7543227.246,469557.3205,4193,CO,CS,CS,ACT,19302
7547014.32,469476.9672,4194,CO,CS,CS,ACT,19353
7547135.444,468554.1706,4195,CO,CS,CS,ACT,19882
7543396.917,468379.3973,4197,CO,CS,CS,ACT,20015
7548969.865,482526.3163,4198,CO,CS,CS,ACT,5439
7558714.826,482410.3888,4199,CO,CS,CS,ACT,5534
7546960.701,481973.7493,4201,CO,CS,CS,ACT,6018
7563014.164,481889.292,4202,CO,CS,CS,ACT,6073
7546650.242,481575.5148,4203,CO,CS,CS,ACT,6441
7536369.932,481564.8107,4204,CO,CS,CS,ACT,6453
7550869.56,481354.0988,4206,CO,CS,CS,ACT,6650
7536841.117,481229.9724,4207,CO,CS,CS,ACT,6761
7537898.194,481149.8068,4208,CO,CS,CS,ACT,6854
7548776.77,480994.4272,4210,CO,CS,CS,ACT,7002
7552186.745,480777.8438,4211,CO,CS,CS,ACT,7233
7550443.984,480473.8196,4212,CO,CS,CS,ACT,7517
7552821.284,480213.2759,4213,CO,CS,CS,ACT,7815
7549723.525,480203.8776,4214,CO,CS,CS,ACT,7829
7549723.637,480117.9629,4215,CO,CS,CS,ACT,7922
7531272.218,479997.9314,4216,CO,CS,CS,ACT,8064
7531790.236,479877.747,4217,CO,CS,CS,ACT,8158
7549676.74,479831.6726,4218,CO,CS,CS,ACT,8193
7555663.31,479700.5164,4219,CO,CS,CS,ACT,8324
7553480.38,479388.334,4220,CO,CS,CS,ACT,8739
7553976.217,479334.6821,4221,CO,CS,CS,ACT,8825
7532326.851,479289.8127,4222,CO,CS,CS,ACT,8893
7546065.132,479266.3258,4223,CO,CS,CS,ACT,8951
7558596.036,479180.2956,4224,CO,CS,CS,ACT,9100
7547784.991,478899.1401,4225,CO,CS,CS,ACT,9513
7546569.438,478661.0961,4227,CO,CS,CS,ACT,9795
7536441.806,478501.3337,4228,CO,CS,CS,ACT,9973
7538305.771,478448.4508,4229,CO,CS,CS,ACT,10028
7542213.447,478348.5892,4230,CO,CS,CS,ACT,10187
7553433.926,478166.3491,4231,CO,CS,CS,ACT,10383
7547688.283,477867.2713,4232,CO,CS,CS,ACT,10785
7531968.124,477620.2546,4233,CO,CS,CS,ACT,11246
7536683.27,477597.8993,4234,CO,CS,CS,ACT,11275
7552652.788,477579.8957,4235,CO,CS,CS,ACT,11301
7532344.794,477564.1608,4236,CO,CS,CS,ACT,11326
7551902.465,477542.8199,4237,CO,CS,CS,ACT,11362
7561348.349,477496.939,4238,CO,CS,CS,ACT,11422
7536364.131,477469.5446,4239,CO,CS,CS,ACT,11454
7563550.231,477281.0522,4240,CO,CS,CS,ACT,11757
7556628.336,477246.6089,4241,CO,CS,CS,ACT,11825
7559613.015,477238.3832,4242,CO,CS,CS,ACT,11840
7546310.906,477175.3409,4243,CO,CS,CS,ACT,11959
7534564.07,477096.7326,4244,CO,CS,CS,ACT,12081
7552426.137,476908.3081,4245,CO,CS,CS,ACT,12319
7559122.206,476715.4262,4246,CO,CS,CS,ACT,12573
7546009.861,444024.7421,4248,MH,CS,CS,ACT,36287
7547981.85,443796.4869,4249,MH,CS,CS,ACT,36308
7548022.811,442902.7999,4251,MH,CS,CS,ACT,36413
7567169.384,440654.2897,4252,MH,CS,CS,ACT,36468
7567505.423,440539.2047,4253,MH,CS,CS,ACT,36471
7567769.637,439786.0925,4254,MH,CS,CS,ACT,36487
7548400.477,476211.9373,4255,CO,CS,CS,ABND,13375
7550272.283,472831.5013,4256,CO,CS,CS,ABND,17360
7548954.562,461219.0932,4257,CO,CS,CS,ABND,25745
7550746.395,481169.5846,4258,MH,CS,CS,ABND,6830
7551165.6,480858.8317,4259,MH,CS,CS,ABND,7146
7550188.345,480680.7694,4260,MH,CS,CS,ABND,7355
7552429.584,478499.7989,4261,MH,CS,CS,ABND,9975
7540647.032,476134.4364,4262,MH,CS,CS,ABND,13534
7540118.969,475849.1821,4263,MH,CS,CS,ABND,13954
7546237.744,475801.8133,4264,MH,CS,CS,ABND,14041
7538646.825,474534.3169,4265,MH,CS,CS,ABND,15828
7551780.756,471789.8104,4266,MH,CS,CS,ABND,18006
7546588.391,464101.9144,4267,MH,CS,CS,ABND,22891
7561887.829,479071.3337,4268,MH,CS,CS,ABND,9295
7561839.784,477914.8468,4269,MH,CS,CS,ABND,10693
7548916.634,477506.7503,4270,MH,CS,CS,ABND,11405
7543666.607,468246.8665,4271,MH,CS,CS,ABND,20095
7543534.415,453780.5509,4272,MH,CS,CS,ABND,31203
7554876.047,491458.1496,4276,CO,CS,CS,ACT,993
7554540.194,490874.3517,4278,CO,CS,CS,ACT,1109
7537452.342,490758.2556,4279,CO,CS,CS,ACT,1137
7534720.148,489771.7549,4280,CO,CS,CS,ACT,1368
7551903.224,487026.9367,4281,CO,CS,CS,ACT,2269
7547239.093,486701.8911,4282,CO,CS,CS,ACT,2421
7549475.89,486550.8081,4283,CO,CS,CS,ACT,2504
7534599.348,485818.3235,4284,CO,CS,CS,ACT,2960
7534871.832,485745.711,4286,CO,CS,CS,ACT,3021
7536466.48,485188.9639,4287,CO,CS,CS,ACT,3369
7537930.252,484742.9629,4288,CO,CS,CS,ACT,3722
7556196.479,484723.7454,4289,CO,CS,CS,ACT,3736
7555653.488,484683.128,4290,CO,CS,CS,ACT,3766
7557052.971,484268.44,4291,CO,CS,CS,ACT,4077
7556607.65,484171.0827,4292,CO,CS,CS,ACT,4116
7552609.351,483640.0728,4293,CO,CS,CS,ACT,4471
7556800.231,483121.77,4294,CO,CS,CS,ACT,4934
7536856.826,483085.9449,4295,CO,CS,CS,ACT,4972
7550128.675,482862.1106,4296,CO,CS,CS,ACT,5193
7550914.085,482846.1768,4297,CO,CS,CS,ACT,5218
7546138.207,482640.1056,4298,CO,CS,CS,ACT,5343
7533713.738,463766.9091,4299,MH,CS,CS,ACT,23319
7563089.242,463469.5351,4301,MH,CS,CS,ACT,23592
7544488.084,463448.2241,4302,MH,CS,CS,ACT,23615
7551638.538,463448.7021,4303,MH,CS,CS,ACT,23619
7546536.121,463378.497,4304,MH,CS,CS,ACT,23692
7546530.78,463239.5997,4305,MH,CS,CS,ACT,23785
7560345.959,463184.5121,4306,MH,CS,CS,ACT,23835
7560072.255,463155.96,4307,MH,CS,CS,ACT,23871
7543059.063,463145.166,4308,MH,CS,CS,ACT,23883
7542835.248,463095.2415,4309,MH,CS,CS,ACT,23937
7562123.574,462957.6516,4310,MH,CS,CS,ACT,24037
7540872.496,462923.2792,4311,MH,CS,CS,ACT,24059
7537097.501,462867.1109,4312,MH,CS,CS,ACT,24111
7537093.92,462741.982,4313,MH,CS,CS,ACT,24216
7561564.887,462741.2385,4314,MH,CS,CS,ACT,24218
7544775.443,462667.5338,4315,MH,CS,CS,ACT,24300
7560220.6,462604.23,4316,MH,CS,CS,ACT,24374
7549768.918,451792.5003,4317,FCMH,CS,CS,ACT,32769
7551229.524,451716.4298,4318,MH,CS,CS,ACT,32854
7550223.981,451714.4665,4319,FCMH,CS,CS,ACT,32856
7543697.045,451572.9872,4320,MH,CS,CS,ACT,32980
7545183.764,451443.7034,4322,MH,CS,CS,ACT,33106
7547683.972,451133.644,4323,MH,CS,CS,ACT,33375
7538203.562,451105.144,4324,MH,CS,CS,ACT,33416
7547510.244,451104.8802,4325,MH,CS,CS,ACT,33417
7540231.014,451102.4413,4326,FCMH,CS,CS,ACT,33420
7541962.266,451093.665,4327,FCMH,CS,CS,ACT,33427
7547518.164,451031.4167,4328,MH,CS,CS,ACT,33490
7547468.01,450783.7523,4329,MH,CS,CS,ACT,33658
7545696.13,450138.582,4330,FCMH,CS,CS,ACT,34119
7545693.044,450011.019,4331,MH,CS,CS,ACT,34210
7533991.953,449928.9856,4332,MH,CS,CS,ACT,34275
7540676.571,449803.5167,4333,FCMH,CS,CS,ACT,34395
7539425.579,449789.9108,4334,MH,CS,CS,ACT,34411
7535958.384,449506.8337,4335,MH,CS,CS,ACT,34594
7549695.385,449374.2031,4336,MH,CS,CS,ACT,34747
7546760.208,449278.3422,4337,MH,CS,CS,ACT,34796
7545256.009,448656.2073,4339,MH,CS,CS,ACT,35071
7541719.282,448445.2428,4340,MH,CS,CS,ACT,35172
7540114.387,448213.3976,4341,MH,CS,CS,ACT,35283
7541135.489,448123.5157,4342,MH,CS,CS,ACT,35328
7548793.771,447984.0089,4343,MH,CS,CS,ACT,35383
7546750.054,447914.3261,4344,MH,CS,CS,ACT,35423
7546077.686,447911.6447,4345,MH,CS,CS,ACT,35429
7542672.632,447846.1385,4346,MH,CS,CS,ACT,35466
7539155.486,447582.0459,4347,MH,CS,CS,ACT,35588
7545294.698,447300.4088,4348,MH,CS,CS,ACT,35713
7551023.709,447222.3825,4349,MH,CS,CS,ACT,35741
7548965.682,447210.4596,4350,MH,CS,CS,ACT,35744
7546444.242,447077.7497,4351,MH,CS,CS,ACT,35795
7550212.898,471161.6677,4352,MH,CS,CS,ACT,18422
7533896.585,471043.3179,4353,MH,CS,CS,ACT,18485
7558399.047,470947.2844,4354,MH,CS,CS,ACT,18529
7558144.445,470413.1867,4357,MH,CS,CS,ACT,18767
7555129.105,470287.2976,4358,WEIR,CS,CS,ACT,18846
7551490.415,470258.2001,4359,MH,CS,CS,ACT,18859
7549869.786,469908.9593,4360,MH,CS,CS,ACT,19021
7556384.348,469828.2362,4361,MH,CS,CS,ACT,19097
7551951.123,469797.9495,4362,MH,CS,CS,ACT,19111
7551072.216,469535.2395,4365,MH,CS,CS,ACT,19309
7541245.259,469382.3599,4366,MH,CS,CS,ACT,19409
7547464.841,469224.2028,4368,MH,CS,CS,ACT,19561
7543579.673,468782.7621,4369,MH,CS,CS,ACT,19806
7543230.514,468455.5344,4370,MH,CS,CS,ACT,19967
7543672.814,468412.8425,4371,MH,CS,CS,ACT,20004
7543885.817,468216.0289,4372,MH,CS,CS,ACT,20122
7550740.574,467946.0338,4373,MH,CS,CS,ACT,20318
7542696.331,466319.4678,4374,MH,CS,CS,ACT,21184
7538925.309,466317.6896,4375,MH,CS,CS,ACT,21185
7560550.385,465117.7369,4379,MH,CS,CS,ACT,22032
7544576.51,464781.5154,4381,MH,CS,CS,ACT,22274
7547511.456,464776.753,4382,MH,CS,CS,ACT,22282
7565491.586,464705.5016,4384,MH,CS,CS,ACT,22350
7561177.91,464599.7881,4385,MH,CS,CS,ACT,22447
7558480.477,464514.8468,4386,MH,CS,CS,ACT,22536
7563639.698,464325.5732,4387,MH,CS,CS,ACT,22692
7544019.251,464120.9977,4389,MH,CS,CS,ACT,22860
7545767.261,464088.3799,4391,MH,CS,CS,ACT,22917
7546563.515,464041.7238,4392,MH,CS,CS,ACT,22993
7551865.526,464033.5121,4393,CO,CS,CS,ACT,23004
7551999.585,463882.7585,4394,MH,CS,CS,ACT,23185
7541216.422,463801.8937,4395,MH,CS,CS,ACT,23271
7547590.532,475361.5971,4396,MH,CS,CS,ACT,14690
7547528.098,475265.7963,4397,MH,CS,CS,ACT,14812
7539040.272,475231.1827,4398,MH,CS,CS,ACT,14865
7547782.924,475195.6745,4399,MH,CS,CS,ACT,14914
7532834.922,475114.271,4400,MH,CS,CS,ACT,15002
7532832.731,475064.3819,4401,MH,CS,CS,ACT,15067
7564212.031,475053.8878,4402,MH,CS,CS,ACT,15085
7534469.278,475046.2139,4403,MH,CS,CS,ACT,15094
7553915.942,475030.5075,4404,MH,CS,CS,ACT,15118
7544751.413,475010.0413,4405,MH,CS,CS,ACT,15150
7532566.062,474991.8504,4406,MH,CS,CS,ACT,15188
7547229.575,474938.9964,4407,MH,CS,CS,ACT,15284
7548398.153,474923.0961,4408,MH,CS,CS,ACT,15309
7564569.019,474650.3497,4409,MH,CS,CS,ACT,15676
7554912.115,474619.2208,4410,MH,CS,CS,ACT,15724
7548332.701,474528.6893,4411,MH,CS,CS,ACT,15838
7564815.45,474527.5764,4412,MH,CS,CS,ACT,15841
7557015.35,474522.2881,4413,MH,CS,CS,ACT,15850
7543936.998,474460.3547,4414,MH,CS,CS,ACT,15923
7538728.626,474170.9373,4415,MH,CS,CS,ACT,16290
7564900.51,474158.1562,4416,MH,CS,CS,ACT,16309
7549386.155,474120.709,4417,MH,CS,CS,ACT,16389
7544132.317,474069.5197,4418,MH,CS,CS,ACT,16472
7546105.592,474000.9806,4419,MH,CS,CS,ACT,16546
7557001.594,473922.2041,4420,MH,CS,CS,ACT,16629
7564615.116,473921.7838,4421,MH,CS,CS,ACT,16630
7548045.715,473827.1814,4422,MH,CS,CS,ACT,16748
7537179.311,473445.5472,4423,MH,CS,CS,ACT,17002
7549859.663,473421.9987,4424,MH,CS,CS,ACT,17024
7536754.728,473403.813,4425,MH,CS,CS,ACT,17039
7546055.707,473378.5033,4426,MH,CS,CS,ACT,17049
7551920.664,473371.6086,4427,MH,CS,CS,ACT,17054
7547841.094,473321.2077,4428,MH,CS,CS,ACT,17092
7544535.117,473206.2343,4429,MH,CS,CS,ACT,17157
7556414.769,472721.1066,4431,MH,CS,CS,ACT,17426
7547614.088,472386.9593,4433,MH,CS,CS,ACT,17634
7556212.022,472045.9213,4434,MH,CS,CS,ACT,17825
7556962.043,471928.2707,4435,MH,CS,CS,ACT,17907
7556924.287,471883.2375,4436,MH,CS,CS,ACT,17944
7544736.322,471878.0837,4437,MH,CS,CS,ACT,17948
7549847.539,471750.4321,4439,MH,CS,CS,ACT,18063
7534930.817,471724.6736,4440,MH,CS,CS,ACT,18086
7548915.433,471656.7828,4441,MH,CS,CS,ACT,18139
7551052.536,471317.1434,4443,MH,CS,CS,ACT,18336
7549943.412,471264.9783,4444,MH,CS,CS,ACT,18377
7545321.375,477951.101,4445,MH,CS,CS,ACT,10650
7555942.784,477911.6276,4446,MH,CS,CS,ACT,10705
7557609.234,477878.9121,4447,MH,CS,CS,ACT,10769
7559703.615,477785.2083,4448,MH,CS,CS,ACT,10969
7548988.809,477701.5656,4449,MH,CS,CS,ACT,11125
7542188.94,477654.3819,4451,MH,CS,CS,ACT,11196
7539331.481,477609.2635,4452,MH,CS,CS,ACT,11259
7555948.121,477593.981,4453,MH,CS,CS,ACT,11286
7539281.318,477581.2848,4454,MH,CS,CS,ACT,11300
7561841.786,477450.419,4455,MH,CS,CS,ACT,11474
7538720.765,477419.9482,4456,MH,CS,CS,ACT,11520
7541445.057,477344.0551,4457,MH,CS,CS,ACT,11651
7539367.627,477339.4829,4458,MH,CS,CS,ACT,11662
7563978.137,477239.6243,4459,MH,CS,CS,ACT,11837
7551373.469,477231.0226,4460,MH,CS,CS,ACT,11854
7553874.031,477185.6581,4461,MH,CS,CS,ACT,11937
7547428.546,477180.5833,4462,MH,CS,CS,ACT,11948
7551253.067,476925.1007,4463,MH,CS,CS,ACT,12293
7548135.135,476915.4134,4464,MH,CS,CS,ACT,12307
7561323.344,476851.5079,4465,MH,CS,CS,ACT,12394
7546171.251,476818.8028,4466,MH,CS,CS,ACT,12432
7544789.514,476807.8189,4467,MH,CS,CS,ACT,12442
7544964.532,476735.8478,4468,MH,CS,CS,ACT,12537
7554134.11,476653.6867,4469,MH,CS,CS,ACT,12679
7544613.266,476358.2425,4470,MH,CS,CS,ACT,13149
7551745.891,476324.541,4471,MH,CS,CS,ACT,13194
7561583.336,476311.0784,4472,MH,CS,CS,ACT,13216
7545001.705,476293.9462,4473,MH,CS,CS,ACT,13253
7544943.837,476287.6588,4474,MH,CS,CS,ACT,13270
7545476.211,476105.4094,4476,MH,CS,CS,ACT,13593
7564266.911,476072.8225,4477,MH,CS,CS,ACT,13644
7546894.465,476042.2612,4478,MH,CS,CS,ACT,13697
7533086.952,476028.956,4479,FCMH,CS,CS,ACT,13718
7538202.492,476025.0712,4480,MH,CS,CS,ACT,13723
7545879.17,475918.1043,4481,MH,CS,CS,ACT,13847
7547738.602,475833.8271,4482,MH,CS,CS,ACT,13985
7536483.715,475640.7293,4483,MH,CS,CS,ACT,14254
7554345.395,475577.2011,4484,MH,CS,CS,ACT,14368
7538374.904,475550.4124,4485,MH,CS,CS,ACT,14430
7531948.788,481447.5118,4486,MH,CS,CS,ACT,6538
7540651.504,481390.2385,4487,MH,CS,CS,ACT,6587
7532063,481263.3537,4488,FCMH,CS,CS,ACT,6729
7538090.559,481230.6634,4489,MH,CS,CS,ACT,6759
7550773.937,481225.6444,4490,MH,CS,CS,ACT,6763
7558320.683,481195.4826,4491,MH,CS,CS,ACT,6794
7551315.175,481147.8366,4492,MH,CS,CS,ACT,6855
7538432.447,481142.5098,4493,MH,CS,CS,ACT,6860
7538477.454,481013.852,4494,MH,CS,CS,ACT,6982
7550542.612,480972.2785,4495,MH,CS,CS,ACT,7032
7563349.207,480903.2192,4496,MH,CS,CS,ACT,7107
7536022.276,480846.0509,4497,MH,CS,CS,ACT,7163
